gene_sym,binding_sites
CYP4F22,3
CYP4F3,10
CYP4V2,22
CYP4X1,10
CYP4Z1,4
CYP51A1,11
CYP7A1,15
CYP7B1,34
CYP8B1,24
CYREN,23
CYRIA,43
CYRIB,35
CYS1,5
CYSLTR1,31
CYSLTR2,5
CYSTM1,10
CYTH1,18
CYTH2,8
CYTH3,33
CYTH4,6
CYTIP,12
CYTL1,8
CYYR1,25
CZIB,5
D2HGDH,1
DAAM1,104
DAAM2,26
DAB1,10
DAB2,44
DAB2IP,43
DACH1,94
DACH2,12
DACT1,54
DACT2,10
DACT3,12
DAD1,3
DAG1,45
DAGLA,58
DAGLB,1
DALRD3,3
DAND5,5
DAO,4
DAOA,3
DAP,12
DAP3,4
DAPK1,19
DAPK2,2
DAPL1,5
DAPP1,13
DARS1,25
DARS2,11
DAW1,6
DAXX,3
DAZ1,28
DAZ2,37
DAZ3,34
DAZ4,27
DAZAP1,17
DAZAP2,30
DAZL,27
DBF4,8
DBF4B,5
DBH,4
DBI,8
DBN1,20
DBNDD1,12
DBNDD2,20
DBP,6
DBR1,15
DBT,48
DBX2,10
DCAF1,7
DCAF10,68
DCAF11,7
DCAF12,33
DCAF12L1,15
DCAF12L2,4
DCAF13,14
DCAF15,10
DCAF16,14
DCAF17,25
DCAF4,3
DCAF4L1,6
DCAF4L2,16
DCAF5,34
DCAF6,38
DCAF7,77
DCAF8,31
DCAF8L1,25
DCAKD,7
DCANP1,10
DCBLD1,5
DCBLD2,97
DCC,52
DCD,3
DCDC1,19
DCDC2,64
DCDC2B,1
DCDC2C,2
DCHS1,7
DCHS2,16
DCK,36
DCLK1,140
DCLK2,5
DCLK3,24
DCLRE1A,5
DCLRE1B,17
DCLRE1C,16
DCN,31
DCP1A,55
DCP1B,21
DCP2,50
DCPS,4
DCSTAMP,8
DCT,12
DCTD,7
DCTN1,1
DCTN2,8
DCTN3,7
DCTN4,33
DCTN5,33
DCTN6,12
DCUN1D1,98
DCUN1D2,19
DCUN1D3,69
DCUN1D4,118
DCUN1D5,84
DCX,121
DDA1,20
DDAH1,46
DDAH2,2
DDB1,20
DDB2,6
DDC,10
DDHD1,69
DDHD2,36
DDI1,9
DDI2,36
DDIAS,13
DDIT3,3
DDIT4,35
DDIT4L,15
DDN,21
DDO,11
DDOST,5
DDR1,14
DDR2,6
DDRGK1,1
DDT,7
DDTL,11
DDX1,1
DDX10,2
DDX11,8
DDX17,32
DDX18,12
DDX19A,18
DDX19B,14
DDX20,6
DDX21,22
DDX23,7
DDX24,3
DDX25,1
DDX27,4
DDX28,3
DDX31,17
DDX39B,8
DDX3X,120
DDX3Y,50
DDX4,25
DDX41,3
DDX42,16
DDX43,5
DDX46,22
DDX47,3
DDX49,1
DDX5,57
DDX50,3
DDX51,3
DDX52,26
DDX53,6
DDX54,10
DDX55,11
DDX56,1
DDX58,10
DDX59,13
DDX6,78
DDX60,8
DDX60L,17
DEAF1,2
DECR2,2
DEDD,10
DEDD2,10
DEF8,12
DEFA1,1
DEFA1B,1
DEFA3,1
DEFA4,3
DEFA5,4
DEFA6,15
DEFB106A,1
DEFB106B,1
DEFB110,5
DEFB118,13
DEFB125,1
DEFB127,1
DEFB129,3
DEFB132,18
DEFB134,6
DEFB4A,1
DEGS1,15
DEK,41
DELE1,21
DELEC1,5
DENND10,36
DENND11,22
DENND1A,16
DENND1B,212
DENND1C,8
DENND2A,5
DENND2B,20
DENND2C,22
DENND2D,8
DENND3,9
DENND4A,59
DENND4B,12
DENND4C,50
DENND5A,29
DENND5B,61
DENND6A,64
DENND6B,2
DENR,16
DEPDC1,31
DEPDC1B,21
DEPDC4,35
DEPDC5,28
DEPDC7,5
DEPP1,3
DEPTOR,32
DERA,10
DERL1,27
DERL2,37
DERL3,8
DES,13
DESI1,50
DESI2,50
DET1,11
DEUP1,18
DEXI,6
DFFA,14
DFFB,9
DGAT1,1
DGAT2,13
DGAT2L6,5
DGCR2,6
DGCR8,5
DGKA,10
DGKB,8
DGKD,12
DGKE,49
DGKG,21
DGKH,162
DGKI,39
DGKK,31
DGKQ,3
DGKZ,7
DGLUCY,3
DHCR24,16
DHCR7,2
DHDDS,11
DHFR,24
DHFR2,6
DHH,14
DHODH,10
DHPS,1
DHRS1,16
DHRS11,3
DHRS12,13
DHRS13,4
DHRS2,11
DHRS3,6
DHRS4,3
DHRS4L1,1
DHRS4L2,2
DHRS7,7
DHRS7B,2
DHRS9,4
DHRSX,16
DHTKD1,11
DHX15,33
DHX16,1
DHX29,4
DHX32,10
DHX33,18
DHX34,2
DHX35,17
DHX36,13
DHX38,7
DHX40,19
DHX57,16
DHX58,10
DHX8,18
DHX9,6
DIABLO,4
DIAPH1,28
DIAPH2,21
DIAPH3,45
DICER1,111
DIDO1,30
DIMT1,12
DIO1,8
DIO2,48
DIO3,6
DIP2A,35
DIP2B,86
DIP2C,56
DIPK1A,23
DIPK1B,4
DIPK1C,5
DIPK2A,55
DIPK2B,10
DIRAS1,31
DIRAS2,31
DIRAS3,9
DIRC1,8
DIS3,23
DIS3L,1
DIS3L2,21
DISC1,124
DISP2,9
DISP3,1
DIXDC1,74
DKC1,13
DKK1,11
DKK2,47
DKK3,29
DLAT,28
DLC1,71
DLD,17
DLEC1,4
DLEU7,36
DLG1,59
DLG2,99
DLG3,47
DLG4,17
DLG5,52
DLGAP1,49
DLGAP3,13
DLGAP4,32
DLGAP5,10
DLK1,50
DLK2,2
DLL1,60
DLL3,8
DLL4,22
DLST,34
DLX1,22
DLX2,13
DLX3,35
DLX4,5
DLX5,18
DLX6,17
DMAC1,23
DMAC2,4
DMAC2L,1
DMBT1,1
DMBX1,16
DMC1,14
DMD,89
DMGDH,17
DMKN,5
DMP1,14
DMPK,10
DMRT1,25
DMRT2,27
DMRT3,27
DMRTA1,25
DMRTA2,7
DMRTB1,5
DMRTC1,8
DMRTC1B,8
DMRTC2,9
DMTF1,43
DMTN,10
DMWD,20
DMXL1,65
DMXL2,51
DNA2,39
DNAAF10,12
DNAAF11,17
DNAAF2,6
DNAAF3,5
DNAAF4,10
DNAAF5,9
DNAAF6,16
DNAAF8,2
DNAAF9,57
DNAH10,4
DNAH11,2
DNAH12,8
DNAH14,13
DNAH17,1
DNAH2,2
DNAH5,16
DNAH6,4
DNAH7,4
DNAH8,11
DNAH9,1
DNAI1,9
DNAI2,4
DNAI3,2
DNAI4,15
DNAI7,19
DNAJA1,10
DNAJA2,61
DNAJA3,9
DNAJA4,11
DNAJB1,24
DNAJB11,15
DNAJB12,20
DNAJB13,2
DNAJB14,56
DNAJB2,15
DNAJB3,2
DNAJB4,75
DNAJB5,42
DNAJB6,14
DNAJB7,6
DNAJB9,54
DNAJC1,23
DNAJC10,11
DNAJC11,11
DNAJC12,12
DNAJC13,31
DNAJC14,19
DNAJC15,18
DNAJC16,43
DNAJC18,16
DNAJC19,9
DNAJC21,36
DNAJC22,12
DNAJC24,16
DNAJC25,24
DNAJC25-GNG10,21
DNAJC27,64
DNAJC28,1
DNAJC3,35
DNAJC30,6
DNAJC5,3
DNAJC5B,3
DNAJC5G,13
DNAJC6,60
DNAJC7,8
DNAJC8,19
DNAJC9,10
DNAL1,64
DNAL4,9
DNALI1,30
DNASE1L1,2
DNASE2,8
DNASE2B,2
DND1,7
DNER,25
DNHD1,16
DNM1,16
DNM1L,29
DNM2,6
DNM3,48
DNMBP,9
DNMT1,14
DNMT3A,58
DNMT3B,46
DNPEP,15
DNPH1,4
DNTT,3
DNTTIP1,3
DNTTIP2,3
DOC2A,8
DOC2B,2
DOCK1,26
DOCK10,31
DOCK11,29
DOCK2,8
DOCK3,80
DOCK4,64
DOCK5,54
DOCK6,7
DOCK7,31
DOCK8,10
DOCK8-AS1,8
DOCK9,64
DOHH,1
DOK1,7
DOK2,6
DOK3,12
DOK4,7
DOK5,13
DOK6,56
DOK7,2
DOLK,1
DOLPP1,38
DONSON,10
DOP1A,23
DOP1B,13
DOT1L,17
DPAGT1,8
DPCD,1
DPEP2,2
DPEP2NB,4
DPF1,12
DPF2,16
DPF3,17
DPH2,10
DPH3,25
DPH3P1,8
DPH5,8
DPH6,37
DPH7,3
DPM1,11
DPM2,3
DPP10,74
DPP3,11
DPP4,20
DPP6,22
DPP8,61
DPP9,12
DPPA2,3
DPPA3,6
DPPA4,15
DPPA5,6
DPT,7
DPY19L1,60
DPY19L2,23
DPY19L3,60
DPY19L4,37
DPY30,24
DPYD,29
DPYS,10
DPYSL2,60
DPYSL3,24
DPYSL4,7
DPYSL5,47
DQX1,3
DR1,64
DRAM1,13
DRAM2,12
DRAP1,4
DRAXIN,2
DRC1,1
DRC3,3
DRC7,1
DRD1,47
DRD2,5
DRD4,2
DRD5,4
DRG2,9
DRICH1,4
DROSHA,7
DRP2,22
DSC1,12
DSC2,31
DSC3,32
DSCAM,21
DSCAML1,32
DSCC1,16
DSE,44
DSEL,29
DSG1,32
DSG2,40
DSG3,18
DSG4,4
DSN1,10
DSP,12
DSPP,4
DST,26
DSTN,22
DSTYK,35
DTD1,25
DTD2,28
DTHD1,9
DTL,18
DTNA,103
DTNB,12
DTNBP1,7
DTWD1,18
DTWD2,46
DTX1,7
DTX2,16
DTX3,4
DTX3L,20
DTX4,66
DTYMK,1
DUOX1,6
DUOX2,11
DUOXA1,12
DUOXA2,4
DUS1L,10
DUS2,6
DUS4L,31
DUSP1,37
DUSP10,42
DUSP11,10
DUSP12,6
DUSP13,13
DUSP14,5
DUSP15,8
DUSP16,41
DUSP18,25
DUSP19,28
DUSP2,22
DUSP21,3
DUSP22,14
DUSP23,6
DUSP26,10
DUSP28,4
DUSP3,29
DUSP4,25
DUSP5,19
DUSP6,52
DUSP7,32
DUSP8,46
DUSP9,6
DUT,12
DUX4,2
DUXA,15
DVL1,7
DVL2,10
DVL3,48
DYDC2,12
DYM,7
DYNAP,22
DYNC1H1,3
DYNC1I1,37
DYNC1I2,37
DYNC1LI1,10
DYNC1LI2,108
DYNC2H1,22
DYNC2I1,6
DYNC2LI1,22
DYNLL1,14
DYNLL2,30
DYNLRB1,7
DYNLRB2,3
DYNLT1,19
DYNLT2B,2
DYNLT3,30
DYNLT5,22
DYRK1A,97
DYRK1B,17
DYRK2,64
DYRK3,9
DYRK4,13
DYSF,5
DZANK1,3
DZIP1,26
DZIP1L,8
DZIP3,12
E2F1,19
E2F2,40
E2F3,57
E2F4,15
E2F5,83
E2F6,30
E2F7,69
E2F8,19
E4F1,1
EAF1,44
EAF2,5
EAPP,9
EARS2,5
EBAG9,29
EBF1,75
EBF2,57
EBF3,85
EBF4,10
EBI3,4
EBLN2,6
EBNA1BP2,5
EBP,3
EBPL,14
ECE1,22
ECE2,8
ECEL1,1
ECH1,2
ECHDC1,26
ECHDC2,5
ECHDC3,3
ECHS1,1
ECI2,5
ECM1,5
ECM2,19
ECPAS,9
ECRG4,7
ECSCR,2
ECT2,26
ECT2L,9
EDA,17
EDA2R,18
EDAR,30
EDARADD,15
EDC3,16
EDC4,1
EDDM3A,9
EDDM3B,3
EDEM1,47
EDEM3,81
EDF1,4
EDIL3,84
EDN1,41
EDN2,5
EDN3,10
EDNRA,29
EDNRB,38
EDRF1,14
EEA1,99
EED,15
EEF1A1,24
EEF1A2,7
EEF1AKMT2,8
EEF1AKMT3,16
EEF1AKMT4,2
EEF1AKMT4-ECE2,7
EEF1E1,22
EEF2,6
EEF2K,41
EEF2KMT,12
EEFSEC,5
EEPD1,11
EFCAB11,22
EFCAB12,1
EFCAB13,9
EFCAB14,41
EFCAB2,23
EFCAB3,1
EFCAB5,22
EFCAB7,8
EFCAB9,4
EFCC1,3
EFEMP1,37
EFEMP2,5
EFHB,3
EFHC1,12
EFHC2,24
EFHD1,6
EFHD2,24
EFL1,4
EFNA1,14
EFNA2,8
EFNA3,24
EFNA4,5
EFNA5,73
EFNB1,33
EFNB2,24
EFNB3,26
EFR3A,55
EFR3B,27
EFS,7
EFTUD2,11
EGF,13
EGFL6,16
EGFL7,1
EGFL8,10
EGFLAM,15
EGFR,42
EGLN1,60
EGLN2,6
EGLN3,48
EGR1,27
EGR2,43
EGR3,61
EGR4,17
EHBP1,23
EHD1,8
EHD2,12
EHD3,12
EHD4,18
EHF,33
EHHADH,17
EHMT1,32
EHMT2,7
EI24,19
EID1,29
EID2,8
EID2B,5
EIF1,19
EIF1AD,17
EIF1AX,42
EIF1AY,11
EIF1B,15
EIF2A,18
EIF2AK1,17
EIF2AK2,26
EIF2AK3,29
EIF2AK4,9
EIF2B1,8
EIF2B2,4
EIF2B3,2
EIF2B5,9
EIF2D,7
EIF2S1,36
EIF2S2,21
EIF2S3,15
EIF3A,46
EIF3B,5
EIF3C,6
EIF3CL,6
EIF3D,1
EIF3E,2
EIF3H,6
EIF3I,2
EIF3J,60
EIF3L,4
EIF3M,15
EIF4A1,17
EIF4A2,54
EIF4A3,5
EIF4B,29
EIF4E,66
EIF4E2,34
EIF4E3,41
EIF4EBP1,13
EIF4EBP2,43
EIF4EBP3,3
EIF4ENIF1,20
EIF4G1,9
EIF4G2,66
EIF4G3,34
EIF4H,16
EIF5,44
EIF5A,14
EIF5A2,93
EIF5AL1,11
EIF5B,27
EIF6,1
EIPR1,3
ELAC1,22
ELAC2,3
ELAPOR1,18
ELAPOR2,52
ELAVL1,91
ELAVL2,115
ELAVL3,55
ELAVL4,126
ELF1,38
ELF2,35
ELF3,13
ELF4,24
ELF5,14
ELFN1,17
ELFN2,52
ELK1,57
ELK3,62
ELK4,136
ELL,31
ELL2,93
ELL3,4
ELMO1,24
ELMO2,20
ELMO3,1
ELMOD1,42
ELMOD2,76
ELMOD3,3
ELN,14
ELOA,23
ELOA2,3
ELOB,3
ELOC,45
ELOF1,3
ELOVL1,10
ELOVL2,38
ELOVL3,15
ELOVL4,37
ELOVL5,66
ELOVL6,59
ELOVL7,40
ELP1,23
ELP3,8
ELP4,14
ELP5,14
ELP6,3
ELSPBP1,2
EMB,26
EMC1,20
EMC10,6
EMC2,9
EMC3,10
EMC4,21
EMC6,10
EMC7,13
EMC8,13
EMCN,22
EMD,1
EME1,13
EMID1,1
EMILIN1,1
EMILIN2,10
EMILIN3,16
EML1,31
EML2,4
EML3,2
EML4,57
EML5,26
EML6,35
EMP1,20
EMP2,38
EMSY,30
EMX1,3
EMX2,53
EN1,13
EN2,33
ENAH,60
ENAM,16
ENC1,50
ENDOD1,28
ENDOU,15
ENDOV,20
ENG,10
ENGASE,5
ENHO,5
ENKD1,5
ENKUR,22
ENO1,2
ENO2,15
ENO4,13
ENOPH1,19
ENOSF1,28
ENOX1,11
ENOX2,18
ENPEP,40
ENPP1,31
ENPP2,28
ENPP3,14
ENPP4,27
ENPP5,37
ENPP6,11
ENSA,28
ENSG00000187185,3
ENSG00000187186,6
ENSG00000214558,6
ENSG00000215022,5
ENSG00000223438,1
ENSG00000228919,1
ENSG00000230707,7
ENSG00000233223,10
ENSG00000236754,2
ENSG00000255537,23
ENSG00000259772,8
ENSG00000266560,7
ENSG00000273590,2
ENSG00000274276,4
ENSG00000274333,17
ENSG00000275895,5
ENSG00000275993,25
ENSG00000276077,17
ENSG00000276759,7
ENSG00000277067,17
ENSG00000286190,7
ENSG00000290147,2
ENTHD1,14
ENTPD1,52
ENTPD2,16
ENTPD3,16
ENTPD4,36
ENTPD5,16
ENTPD6,10
ENTPD7,52
ENTR1,3
ENY2,32
EOGT,59
EOLA1,17
EOMES,34
EP300,67
EP400,12
EPAS1,40
EPB41,27
EPB41L1,65
EPB41L2,31
EPB41L3,28
EPB41L4A,23
EPB41L4B,36
EPB41L5,61
EPC1,81
EPC2,71
EPCAM,11
EPDR1,19
EPG5,44
EPGN,19
EPHA1,7
EPHA10,15
EPHA2,12
EPHA3,87
EPHA4,90
EPHA5,126
EPHA6,20
EPHA7,124
EPHA8,32
EPHB1,41
EPHB2,54
EPHB3,16
EPHB4,16
EPHB6,8
EPHX2,7
EPHX3,3
EPHX4,11
EPM2A,23
EPM2AIP1,45
EPN1,7
EPN2,43
EPN3,10
EPO,11
EPOP,4
EPOR,11
EPPIN,12
EPPIN-WFDC6,11
EPPK1,14
EPRS1,8
EPS15,37
EPS15L1,24
EPS8,39
EPS8L2,4
EPS8L3,5
EPSTI1,19
EPX,3
EPYC,8
ERAL1,8
ERAP1,56
ERAP2,9
ERBB2,11
ERBB3,33
ERBB4,78
ERBIN,81
ERC1,59
ERC2,83
ERCC1,15
ERCC2,2
ERCC3,8
ERCC4,49
ERCC6,53
ERCC6L,6
ERCC6L2,36
ERCC8,15
EREG,63
ERF,41
ERFE,10
ERG,44
ERG28,17
ERGIC1,29
ERGIC2,32
ERH,6
ERI1,31
ERI2,28
ERI3,18
ERICH1,16
ERICH2,12
ERICH3,29
ERICH4,7
ERICH5,5
ERICH6B,1
ERLEC1,15
ERLIN1,51
ERLIN2,45
ERMAP,4
ERMN,22
ERMP1,22
ERN1,7
ERN2,3
ERO1A,30
ERO1B,40
ERP27,13
ERP29,9
ERP44,35
ERRFI1,49
ERV3-1,6
ERVFRD-1,9
ERVH48-1,5
ERVMER34-1,2
ERVV-1,5
ERVV-2,2
ERVW-1,3
ESAM,9
ESCO1,18
ESCO2,19
ESD,3
ESF1,13
ESM1,21
ESPL1,5
ESPN,16
ESPNL,1
ESR1,75
ESR2,18
ESRP1,40
ESRP2,11
ESRRA,11
ESRRB,8
ESRRG,91
ESS2,6
ESYT1,24
ESYT2,43
ESYT3,31
ETAA1,9
ETF1,60
ETFA,4
ETFBKMT,13
ETFDH,4
ETFRF1,12
ETHE1,1
ETNK1,134
ETNK2,7
ETNPPL,7
ETS1,106
ETS2,28
ETV1,91
ETV3,14
ETV3L,8
ETV4,13
ETV5,46
ETV6,37
ETV7,4
EVA1A,17
EVA1C,9
EVC,40
EVC2,11
EVI2A,29
EVI2B,16
EVI5,70
EVI5L,4
EVL,3
EVPL,2
EVPLL,2
EVX1,5
EWSR1,8
EXD1,14
EXD2,29
EXD3,1
EXO1,17
EXO5,8
EXOC1,7
EXOC2,15
EXOC3,1
EXOC3L2,21
EXOC3L4,2
EXOC4,15
EXOC5,76
EXOC6,27
EXOC6B,42
EXOC7,9
EXOC8,24
EXOG,19
EXOSC1,3
EXOSC10,1
EXOSC2,3
EXOSC3,20
EXOSC5,5
EXOSC6,4
EXOSC7,3
EXOSC8,11
EXOSC9,10
EXPH5,35
EXT1,20
EXT2,10
EXTL1,2
EXTL2,29
EXTL3,13
EYA1,57
EYA2,18
EYA3,61
EYA4,64
EYS,37
EZH1,38
EZH2,25
EZHIP,2
EZR,24
F10,2
F11,5
F11R,14
F12,4
F13A1,18
F13B,8
F2R,26
F2RL1,8
F2RL2,28
F2RL3,4
F3,45
F5,18
F7,11
F8,19
F8A1,2
F9,27
FA2H,29
FAAH,2
FAAH2,6
FAAP100,3
FAAP20,10
FAAP24,1
FABP2,25
FABP3,10
FABP4,9
FABP5,4
FABP7,33
FADD,3
FADS1,20
FADS2,9
FADS6,5
FAF1,2
FAF2,37
FAH,2
FAHD1,17
FAHD2B,9
FAIM,11
FAIM2,14
FAM102A,44
FAM102B,43
FAM104A,55
FAM104B,28
FAM107A,16
FAM107B,34
FAM110A,1
FAM110B,21
FAM110C,15
FAM110D,4
FAM111A,14
FAM111B,8
FAM114A1,24
FAM114A2,20
FAM117A,31
FAM117B,63
FAM118A,15
FAM118B,20
FAM120A,76
FAM120AOS,9
FAM120B,18
FAM120C,55
FAM124A,17
FAM124B,12
FAM126A,64
FAM126B,179
FAM131A,16
FAM131B,52
FAM131C,11
FAM133A,31
FAM133B,26
FAM135A,85
FAM135B,24
FAM136A,7
FAM13A,33
FAM13B,29
FAM13C,47
FAM149A,12
FAM149B1,18
FAM151B,13
FAM153A,3
FAM153B,3
FAM156A,3
FAM156B,3
FAM161A,20
FAM161B,9
FAM162A,2
FAM162B,4
FAM163A,7
FAM163B,7
FAM166A,2
FAM166B,6
FAM166C,2
FAM167A,17
FAM167B,4
FAM168A,96
FAM168B,70
FAM169A,57
FAM169B,25
FAM170A,2
FAM170B,10
FAM171A1,36
FAM171B,26
FAM172A,43
FAM174A,17
FAM174B,12
FAM177A1,23
FAM177B,8
FAM180A,10
FAM180B,2
FAM181A,8
FAM181B,4
FAM184A,23
FAM184B,1
FAM185A,4
FAM189A1,29
FAM189A2,7
FAM189B,6
FAM193A,20
FAM193B,2
FAM199X,106
FAM200A,3
FAM200B,12
FAM204A,19
FAM205A,1
FAM205C,4
FAM20A,13
FAM20B,41
FAM20C,13
FAM210A,31
FAM210B,28
FAM214A,47
FAM214B,21
FAM216A,3
FAM216B,20
FAM217A,11
FAM217B,23
FAM218A,14
FAM219A,29
FAM219B,21
FAM220A,18
FAM221A,24
FAM221B,6
FAM222A,16
FAM222B,46
FAM227A,23
FAM227B,12
FAM228A,6
FAM228B,6
FAM229A,4
FAM229B,9
FAM234A,15
FAM234B,27
FAM237A,6
FAM240A,10
FAM241A,25
FAM241B,9
FAM24A,12
FAM24B,3
FAM32A,4
FAM3A,1
FAM3B,5
FAM3C,48
FAM3D,3
FAM43A,29
FAM43B,6
FAM47A,4
FAM47B,5
FAM47C,2
FAM47E,6
FAM47E-STBD1,10
FAM50A,1
FAM50B,3
FAM53A,26
FAM53B,29
FAM53C,34
FAM72A,21
FAM72B,22
FAM72C,15
FAM72D,17
FAM76A,38
FAM76B,59
FAM78A,49
FAM78B,26
FAM81A,37
FAM81B,1
FAM83A,17
FAM83B,33
FAM83C,3
FAM83D,5
FAM83E,1
FAM83F,4
FAM83G,2
FAM83H,5
FAM86B1,10
FAM86B2,3
FAM86C1P,12
FAM89A,13
FAM89B,4
FAM8A1,32
FAM90A1,2
FAM91A1,64
FAM98A,52
FAM98B,19
FAM98C,4
FAM9A,5
FAM9B,7
FAM9C,7
FAN1,24
FANCA,9
FANCB,5
FANCC,23
FANCD2,18
FANCD2OS,11
FANCE,4
FANCF,24
FANCG,2
FANCI,4
FANCL,12
FANCM,9
FANK1,2
FAP,12
FAR1,37
FAR2,21
FARP1,42
FARP2,2
FARS2,1
FARSB,1
FAS,23
FASLG,33
FASN,11
FASTK,15
FASTKD1,6
FASTKD2,6
FASTKD3,6
FASTKD5,3
FAT1,35
FAT2,21
FAT3,76
FAT4,50
FAXC,65
FAXDC2,7
FBF1,3
FBH1,3
FBLIM1,8
FBLN1,14
FBLN2,9
FBLN5,27
FBLN7,6
FBN1,73
FBN2,57
FBN3,8
FBP1,6
FBP2,3
FBRS,19
FBRSL1,21
FBXL12,12
FBXL14,10
FBXL15,1
FBXL16,31
FBXL17,54
FBXL18,27
FBXL19,12
FBXL2,20
FBXL20,71
FBXL22,5
FBXL3,84
FBXL4,11
FBXL5,50
FBXL7,17
FBXL8,2
FBXO10,17
FBXO11,61
FBXO15,2
FBXO16,2
FBXO17,10
FBXO21,40
FBXO22,41
FBXO24,1
FBXO25,16
FBXO27,9
FBXO28,64
FBXO3,23
FBXO30,59
FBXO31,14
FBXO32,54
FBXO33,92
FBXO34,37
FBXO36,17
FBXO38,24
FBXO39,2
FBXO4,31
FBXO40,13
FBXO41,61
FBXO42,46
FBXO43,27
FBXO44,4
FBXO45,79
FBXO46,12
FBXO47,10
FBXO48,31
FBXO5,7
FBXO6,6
FBXO7,3
FBXO8,35
FBXO9,22
FBXW10B,15
FBXW11,62
FBXW2,35
FBXW4,10
FBXW5,1
FBXW7,107
FBXW8,11
FBXW9,2
FCAMR,5
FCAR,14
FCER1A,4
FCER1G,13
FCER2,12
FCF1,9
FCGBP,4
FCGR1A,13
FCGR1BP,25
FCGR2A,12
FCGR2B,7
FCGR3A,8
FCGR3B,9
FCGRT,1
FCHO2,83
FCHSD1,20
FCHSD2,51
FCMR,8
FCN1,3
FCN3,2
FCRL1,13
FCRL2,11
FCRL3,6
FCRL4,11
FCRL5,2
FCRL6,1
FCRLA,12
FCRLB,2
FDCSP,2
FDFT1,10
FDX1,12
FDX2,2
FDXACB1,10
FECH,16
FEM1A,6
FEM1B,37
FEM1C,91
FEN1,9
FER,45
FER1L5,3
FER1L6,5
FERMT1,11
FERMT2,81
FERMT3,1
FETUB,2
FEV,1
FEZ1,10
FEZ2,24
FEZF1,14
FEZF2,10
FFAR2,3
FFAR3,3
FFAR4,8
FGA,19
FGB,16
FGD1,17
FGD2,8
FGD3,1
FGD4,83
FGD5,34
FGD6,60
FGF1,29
FGF11,27
FGF12,67
FGF13,50
FGF14,77
FGF17,2
FGF18,29
FGF19,5
FGF2,53
FGF20,4
FGF21,3
FGF23,23
FGF3,3
FGF4,5
FGF5,26
FGF7,67
FGF8,1
FGF9,46
FGFBP1,4
FGFBP2,4
FGFBP3,19
FGFR1,41
FGFR1OP2,50
FGFR2,70
FGFR3,15
FGFRL1,21
FGG,25
FGGY,2
FGL1,5
FGL2,45
FGR,5
FH,7
FHAD1,6
FHDC1,11
FHIP1A,34
FHIP1B,22
FHIP2A,70
FHIP2B,9
FHIT,17
FHL1,26
FHL2,10
FHL3,3
FHL5,11
FHOD1,1
FHOD3,14
FIBCD1,21
FIBIN,30
FIBP,5
FICD,5
FIG4,1
FIGN,122
FIGNL1,10
FIGNL2,42
FILIP1,8
FILIP1L,26
FIP1L1,9
FIS1,4
FIZ1,10
FJX1,28
FKBP10,8
FKBP11,5
FKBP14,19
FKBP15,11
FKBP1A,50
FKBP1B,23
FKBP2,1
FKBP3,12
FKBP4,17
FKBP5,57
FKBP6,3
FKBP7,27
FKBP8,8
FKBP9,9
FKRP,5
FKTN,33
FLACC1,2
FLAD1,2
FLCN,6
FLG,5
FLG2,14
FLI1,51
FLII,7
FLNA,9
FLNB,11
FLNC,7
FLOT1,10
FLOT2,27
FLRT1,22
FLRT2,30
FLRT3,86
FLT1,57
FLT3,19
FLT3LG,10
FLT4,10
FLVCR1,26
FLVCR2,20
FLYWCH1,3
FLYWCH2,2
FMC1,9
FMC1-LUC7L2,22
FMN1,41
FMN2,27
FMNL1,2
FMNL2,69
FMNL3,51
FMO1,9
FMO2,20
FMO3,13
FMO4,5
FMO5,27
FMOD,21
FMR1,118
FMR1NB,1
FN1,43
FN3K,6
FN3KRP,11
FNBP1,16
FNBP1L,35
FNBP4,33
FNDC1,12
FNDC10,5
FNDC3A,114
FNDC3B,130
FNDC4,7
FNDC5,40
FNDC7,6
FNDC9,13
FNIP1,88
FNIP2,75
FNTA,13
FNTB,12
FOCAD,5
FOLH1,1
FOLH1B,3
FOLR1,3
FOS,32
FOSB,19
FOSL1,25
FOSL2,18
FOXA1,20
FOXA2,14
FOXA3,9
FOXC1,51
FOXD1,12
FOXD2,12
FOXD3,7
FOXD4,4
FOXD4L1,3
FOXD4L3,13
FOXD4L5,11
FOXD4L6,10
FOXE1,14
FOXE3,3
FOXF1,30
FOXF2,23
FOXG1,44
FOXH1,1
FOXI1,12
FOXI2,14
FOXJ1,8
FOXJ2,44
FOXJ3,85
FOXK1,52
FOXK2,22
FOXL1,9
FOXL2,3
FOXL2NB,21
FOXM1,16
FOXN1,14
FOXN2,98
FOXN3,68
FOXN4,8
FOXO1,84
FOXO3,65
FOXO4,20
FOXO6,6
FOXP1,63
FOXP2,50
FOXP3,11
FOXP4,81
FOXQ1,16
FOXR2,18
FOXRED1,4
FOXRED2,9
FOXS1,1
FPGS,5
FPGT,37
FPGT-TNNI3K,5
FPR1,1
FPR2,3
FPR3,14
FRA10AC1,22
FRAS1,53
FRAT1,12
FRAT2,23
FREM1,27
FREM2,40
FREM3,3
FRG2,17
FRG2C,15
FRK,22
FRMD3,39
FRMD4A,40
FRMD4B,63
FRMD5,78
FRMD6,74
FRMD7,8
FRMD8,10
FRMPD1,9
FRMPD2,5
FRMPD3,15
FRMPD4,44
FRRS1,4
FRRS1L,6
FRS2,107
FRS3,5
FRY,43
FRYL,56
FRZB,38
FSBP,63
FSCB,4
